,GO_id,GO_name,GO_kind
19138,GO:0035977,protein deglycosylation involved in glycoprotein catabolic process,biological_process
19139,GO:0035978,histone H2A-S139 phosphorylation,biological_process
19140,GO:0035979,histone kinase activity (H2A-S139 specific),molecular_function
19141,GO:0035980,obsolete invasive growth in response to nitrogen limitation,biological_process
19142,GO:0035981,tongue muscle cell differentiation,biological_process
19143,GO:0035982,obsolete age-dependent behavioral decline,biological_process
19144,GO:0035983,response to trichostatin A,biological_process
19145,GO:0035984,cellular response to trichostatin A,biological_process
19146,GO:0035985,senescence-associated heterochromatin focus,cellular_component
19147,GO:0035986,senescence-associated heterochromatin focus assembly,biological_process
19148,GO:0035987,endodermal cell differentiation,biological_process
19149,GO:0035988,chondrocyte proliferation,biological_process
19150,GO:0035989,tendon development,biological_process
19151,GO:0035990,tendon cell differentiation,biological_process
19152,GO:0035991,nitric oxide sensor activity,molecular_function
19153,GO:0035992,tendon formation,biological_process
19154,GO:0035993,deltoid tuberosity development,biological_process
19155,GO:0035994,response to muscle stretch,biological_process
19156,GO:0035995,detection of muscle stretch,biological_process
19157,GO:0035996,rhabdomere microvillus,cellular_component
19158,GO:0035997,rhabdomere microvillus membrane,cellular_component
19159,GO:0035998,"7,8-dihydroneopterin 3'-triphosphate biosynthetic process",biological_process
19160,GO:0035999,tetrahydrofolate interconversion,biological_process
19161,GO:0036000,mucocyst,cellular_component
19162,GO:0036001,'de novo' pyridoxal 5'-phosphate biosynthetic process,biological_process
19163,GO:0036002,pre-mRNA binding,molecular_function
19164,GO:0036003,positive regulation of transcription from RNA polymerase II promoter in response to stress,biological_process
19165,GO:0036004,GAF domain binding,molecular_function
19166,GO:0036005,response to macrophage colony-stimulating factor,biological_process
19167,GO:0036006,cellular response to macrophage colony-stimulating factor stimulus,biological_process
19168,GO:0036007,scintillon,cellular_component
19169,GO:0036008,sucrose catabolic process to fructose-6-phosphate and glucose-6-phosphate,biological_process
19170,GO:0036009,protein-glutamine N-methyltransferase activity,molecular_function
19171,GO:0036010,protein localization to endosome,biological_process
19172,GO:0036011,imaginal disc-derived leg segmentation,biological_process
19173,GO:0036012,cyanelle inner membrane,cellular_component
19174,GO:0036013,cyanelle outer membrane,cellular_component
19175,GO:0036014,cyanelle intermembrane space,cellular_component
19176,GO:0036015,response to interleukin-3,biological_process
19177,GO:0036016,cellular response to interleukin-3,biological_process
19178,GO:0036017,response to erythropoietin,biological_process
19179,GO:0036018,cellular response to erythropoietin,biological_process
19180,GO:0036019,endolysosome,cellular_component
19181,GO:0036020,endolysosome membrane,cellular_component
19182,GO:0036021,endolysosome lumen,cellular_component
19183,GO:0036022,limb joint morphogenesis,biological_process
19184,GO:0036023,embryonic skeletal limb joint morphogenesis,biological_process
19185,GO:0036024,protein C inhibitor-TMPRSS7 complex,cellular_component
19186,GO:0036025,protein C inhibitor-TMPRSS11E complex,cellular_component
19187,GO:0036026,protein C inhibitor-PLAT complex,cellular_component
19188,GO:0036027,protein C inhibitor-PLAU complex,cellular_component
19189,GO:0036028,protein C inhibitor-thrombin complex,cellular_component
19190,GO:0036029,protein C inhibitor-KLK3 complex,cellular_component
19191,GO:0036030,protein C inhibitor-plasma kallikrein complex,cellular_component
19192,GO:0036031,recruitment of mRNA capping enzyme to RNA polymerase II holoenzyme complex,biological_process
19193,GO:0036032,neural crest cell delamination,biological_process
19194,GO:0036033,mediator complex binding,molecular_function
19195,GO:0036034,mediator complex assembly,biological_process
19196,GO:0036035,osteoclast development,biological_process
19197,GO:0036036,cardiac neural crest cell delamination,biological_process
19198,GO:0036037,"CD8-positive, alpha-beta T cell activation",biological_process
19199,GO:0036038,MKS complex,cellular_component
19200,GO:0036039,curcumin metabolic process,biological_process
19201,GO:0036040,curcumin catabolic process,biological_process
19202,GO:0036041,long-chain fatty acid binding,molecular_function
19203,GO:0036042,long-chain fatty acyl-CoA binding,molecular_function
19204,GO:0036043,obsolete microspike,cellular_component
19205,GO:0036044,obsolete protein malonylation,biological_process
19206,GO:0036045,obsolete peptidyl-lysine malonylation,biological_process
19207,GO:0036046,protein demalonylation,biological_process
19208,GO:0036047,peptidyl-lysine demalonylation,biological_process
19209,GO:0036048,protein desuccinylation,biological_process
19210,GO:0036049,peptidyl-lysine desuccinylation,biological_process
19211,GO:0036050,peptidyl-lysine succinylation,biological_process
19212,GO:0036051,protein localization to trailing edge,biological_process
19213,GO:0036052,protein localization to uropod,biological_process
19214,GO:0036053,glomerular endothelium fenestra,cellular_component
19215,GO:0036054,protein-malonyllysine demalonylase activity,molecular_function
19216,GO:0036055,protein-succinyllysine desuccinylase activity,molecular_function
19217,GO:0036056,filtration diaphragm,cellular_component
19218,GO:0036057,slit diaphragm,cellular_component
19219,GO:0036058,filtration diaphragm assembly,biological_process
19220,GO:0036059,nephrocyte diaphragm assembly,biological_process
19221,GO:0036060,slit diaphragm assembly,biological_process
19222,GO:0036061,muscle cell chemotaxis toward tendon cell,biological_process
19223,GO:0036062,presynaptic periactive zone,cellular_component
19224,GO:0036063,acroblast,cellular_component
19225,GO:0036064,ciliary basal body,cellular_component
19226,GO:0036065,fucosylation,biological_process
19227,GO:0036066,protein O-linked fucosylation,biological_process
19228,GO:0036067,light-dependent chlorophyll biosynthetic process,biological_process
19229,GO:0036068,light-independent chlorophyll biosynthetic process,biological_process
19230,GO:0036069,light-dependent bacteriochlorophyll biosynthetic process,biological_process
19231,GO:0036070,light-independent bacteriochlorophyll biosynthetic process,biological_process
19232,GO:0036071,N-glycan fucosylation,biological_process
19233,GO:0036072,direct ossification,biological_process
19234,GO:0036073,perichondral ossification,biological_process
19235,GO:0036074,metaplastic ossification,biological_process
19236,GO:0036075,replacement ossification,biological_process
19237,GO:0036076,ligamentous ossification,biological_process
19238,GO:0036077,intratendonous ossification,biological_process
19239,GO:0036078,minus-end specific microtubule depolymerization,biological_process
19240,GO:0036080,purine nucleotide-sugar transmembrane transporter activity,molecular_function
19241,GO:0036081,extracellular ammonia-gated ion channel activity,molecular_function
19242,GO:0036082,extracellular phenylacetaldehyde-gated ion channel activity,molecular_function
19243,GO:0036083,obsolete positive regulation of unsaturated fatty acid biosynthetic process by positive regulation of transcription from RNA polymerase II promoter,biological_process
19244,GO:0036084,GDP-fucose import into endoplasmic reticulum lumen,biological_process
19245,GO:0036085,GDP-fucose import into Golgi lumen,biological_process
19246,GO:0036086,positive regulation of transcription from RNA polymerase II promoter in response to iron ion starvation,biological_process
19247,GO:0036087,glutathione synthase complex,cellular_component
19248,GO:0036088,D-serine catabolic process,biological_process
19249,GO:0036089,cleavage furrow formation,biological_process
19250,GO:0036090,cleavage furrow ingression,biological_process
19251,GO:0036091,positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress,biological_process
19252,GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process,biological_process
19253,GO:0036093,germ cell proliferation,biological_process
19254,GO:0036094,small molecule binding,molecular_function
19255,GO:0036095,obsolete positive regulation of invasive growth in response to glucose limitation by positive regulation of transcription from RNA polymerase II promoter,biological_process
19256,GO:0036096,obsolete 3'-5'-exoribonuclease activity involved in pre-miRNA 3'-end processing,molecular_function
19257,GO:0036097,obsolete pre-miRNA 3'-end processing,biological_process
19258,GO:0036098,male germ-line stem cell population maintenance,biological_process
19259,GO:0036099,female germ-line stem cell population maintenance,biological_process
19260,GO:0036100,leukotriene catabolic process,biological_process
19261,GO:0036101,leukotriene B4 catabolic process,biological_process
19262,GO:0036102,leukotriene B4 metabolic process,biological_process
19263,GO:0036103,Kdo2-lipid A metabolic process,biological_process
19264,GO:0036104,Kdo2-lipid A biosynthetic process,biological_process
19265,GO:0036105,peroxisome membrane class-1 targeting sequence binding,molecular_function
19266,GO:0036106,peroxisome membrane class-2 targeting sequence binding,molecular_function
19267,GO:0036107,4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate metabolic process,biological_process
19268,GO:0036108,4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process,biological_process
19269,GO:0036109,alpha-linolenic acid metabolic process,biological_process
19270,GO:0036110,cellular response to inositol starvation,biological_process
19271,GO:0036111,very long-chain fatty-acyl-CoA metabolic process,biological_process
19272,GO:0036112,medium-chain fatty-acyl-CoA metabolic process,biological_process
19273,GO:0036113,very long-chain fatty-acyl-CoA catabolic process,biological_process
19274,GO:0036114,medium-chain fatty-acyl-CoA catabolic process,biological_process
19275,GO:0036115,fatty-acyl-CoA catabolic process,biological_process
19276,GO:0036116,long-chain fatty-acyl-CoA catabolic process,biological_process
19277,GO:0036117,hyaluranon cable,cellular_component
19278,GO:0036118,hyaluranon cable assembly,biological_process
19279,GO:0036119,response to platelet-derived growth factor,biological_process
19280,GO:0036120,cellular response to platelet-derived growth factor stimulus,biological_process
19281,GO:0036121,double-stranded DNA helicase activity,molecular_function
19282,GO:0036122,BMP binding,molecular_function
19283,GO:0036123,histone H3-K9 dimethylation,biological_process
19284,GO:0036124,histone H3-K9 trimethylation,biological_process
19285,GO:0036125,fatty acid beta-oxidation multienzyme complex,cellular_component
19286,GO:0036126,sperm flagellum,cellular_component
19287,GO:0036127,3-sulfino-L-alanine binding,molecular_function
19288,GO:0036128,CatSper complex,cellular_component
19289,GO:0036129,obsolete negative regulation of transcription from RNA polymerase II promoter in response to hydrogen peroxide,biological_process
19290,GO:0036130,prostaglandin H2 endoperoxidase reductase activity,molecular_function
19291,GO:0036131,prostaglandin D2 11-ketoreductase activity,molecular_function
19292,GO:0036132,13-prostaglandin reductase activity,molecular_function
19293,GO:0036133,11-hydroxythromboxane B2 dehydrogenase activity,molecular_function
19294,GO:0036134,12-hydroxyheptadecatrienoic acid synthase activity,molecular_function
19295,GO:0036135,Schwann cell migration,biological_process
19296,GO:0036136,kynurenine-oxaloacetate transaminase activity,molecular_function
19297,GO:0036137,kynurenine aminotransferase activity,molecular_function
19298,GO:0036138,peptidyl-histidine hydroxylation,biological_process
19299,GO:0036139,peptidyl-histidine dioxygenase activity,molecular_function
19300,GO:0036140,peptidyl-asparagine 3-dioxygenase activity,molecular_function
19301,GO:0036141,L-phenylalanine-oxaloacetate transaminase activity,molecular_function
19302,GO:0036143,kringle domain binding,molecular_function
19303,GO:0036145,dendritic cell homeostasis,biological_process
19304,GO:0036146,cellular response to mycotoxin,biological_process
19305,GO:0036147,rumination,biological_process
19306,GO:0036148,phosphatidylglycerol acyl-chain remodeling,biological_process
19307,GO:0036149,phosphatidylinositol acyl-chain remodeling,biological_process
19308,GO:0036150,phosphatidylserine acyl-chain remodeling,biological_process
19309,GO:0036151,phosphatidylcholine acyl-chain remodeling,biological_process
19310,GO:0036152,phosphatidylethanolamine acyl-chain remodeling,biological_process
19311,GO:0036153,triglyceride acyl-chain remodeling,biological_process
19312,GO:0036154,diacylglycerol acyl-chain remodeling,biological_process
19313,GO:0036155,acylglycerol acyl-chain remodeling,biological_process
19314,GO:0036156,inner dynein arm,cellular_component
19315,GO:0036157,outer dynein arm,cellular_component
19316,GO:0036158,outer dynein arm assembly,biological_process
19317,GO:0036159,inner dynein arm assembly,biological_process
19318,GO:0036160,melanocyte-stimulating hormone secretion,biological_process
19319,GO:0036161,calcitonin secretion,biological_process
19320,GO:0036162,oxytocin secretion,biological_process
19321,GO:0036163,3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid decarboxylase activity,molecular_function
19322,GO:0036164,cell-abiotic substrate adhesion,biological_process
19323,GO:0036165,invasive growth in response to heat,biological_process
19324,GO:0036166,phenotypic switching,biological_process
19325,GO:0036167,phenotypic switching in response to host,biological_process
19326,GO:0036168,filamentous growth of a population of unicellular organisms in response to heat,biological_process
19327,GO:0036169,3-methoxy-4-hydroxy-5-decaprenylbenzoic acid decarboxylase activity,molecular_function
19328,GO:0036170,filamentous growth of a population of unicellular organisms in response to starvation,biological_process
19329,GO:0036171,filamentous growth of a population of unicellular organisms in response to chemical stimulus,biological_process
19330,GO:0036172,thiamine salvage,biological_process
19331,GO:0036173,thiosulfate binding,molecular_function
19332,GO:0036174,butane monooxygenase activity,molecular_function
19333,GO:0036175,"ribonucleoside-diphosphate reductase activity, glutaredoxin disulfide as acceptor",molecular_function
19334,GO:0036176,response to neutral pH,biological_process
19335,GO:0036177,filamentous growth of a population of unicellular organisms in response to pH,biological_process
19336,GO:0036178,filamentous growth of a population of unicellular organisms in response to neutral pH,biological_process
19337,GO:0036179,osteoclast maturation,biological_process
19338,GO:0036180,filamentous growth of a population of unicellular organisms in response to biotic stimulus,biological_process
19339,GO:0036181,protein localization to linear element,biological_process
19340,GO:0036182,asperthecin metabolic process,biological_process
19341,GO:0036183,asperthecin catabolic process,biological_process
19342,GO:0036184,asperthecin biosynthetic process,biological_process
19343,GO:0036185,13-lipoxin reductase activity,molecular_function
19344,GO:0036186,early phagosome membrane,cellular_component
19345,GO:0036187,"cell growth mode switching, budding to filamentous",biological_process
19346,GO:0036188,"abieta-7,13-dien-18-al dehydrogenase activity",molecular_function
19347,GO:0036189,"abieta-7,13-diene hydroxylase activity",molecular_function
19348,GO:0036190,indole-2-monooxygenase activity,molecular_function
19349,GO:0036191,indolin-2-one monooxygenase activity,molecular_function
19350,GO:0036192,3-hydroxyindolin-2-one monooxygenase activity,molecular_function
19351,GO:0036193,"2-hydroxy-1,4-benzoxazin-3-one monooxygenase activity",molecular_function
19352,GO:0036194,muscle cell projection,cellular_component
19353,GO:0036195,muscle cell projection membrane,cellular_component
19354,GO:0036196,zymosterol metabolic process,biological_process
19355,GO:0036197,zymosterol biosynthetic process,biological_process
19356,GO:0036198,dTMP salvage,biological_process
19357,GO:0036199,cholest-4-en-3-one 26-monooxygenase activity,molecular_function
19358,GO:0036200,3-ketosteroid 9-alpha-monooxygenase activity,molecular_function
19359,GO:0036201,ent-isokaurene C2-hydroxylase activity,molecular_function
19360,GO:0036202,"ent-cassa-12,15-diene 11-hydroxylase activity",molecular_function
19361,GO:0036203,taxoid 14-beta-hydroxylase activity,molecular_function
19362,GO:0036204,"abieta-7,13-dien-18-ol hydroxylase activity",molecular_function
19363,GO:0036205,histone catabolic process,biological_process
19364,GO:0036206,obsolete regulation of histone gene expression,biological_process
19365,GO:0036207,obsolete positive regulation of histone gene expression,biological_process
19366,GO:0036208,obsolete negative regulation of histone gene expression,biological_process
19367,GO:0036209,"9beta-pimara-7,15-diene oxidase activity",molecular_function
19368,GO:0036210,protein modification process in other organism,biological_process
19369,GO:0036211,protein modification process,biological_process
19370,GO:0036212,contractile ring maintenance,biological_process
19371,GO:0036213,contractile ring contraction,biological_process
19372,GO:0036214,contractile ring localization,biological_process
19373,GO:0036215,response to stem cell factor,biological_process
19374,GO:0036216,cellular response to stem cell factor stimulus,biological_process
19375,GO:0036217,dGTP diphosphatase activity,molecular_function
19376,GO:0036218,dTTP diphosphatase activity,molecular_function
19377,GO:0036219,GTP diphosphatase activity,molecular_function
19378,GO:0036220,ITP diphosphatase activity,molecular_function
19379,GO:0036221,UTP diphosphatase activity,molecular_function
19380,GO:0036222,XTP diphosphatase activity,molecular_function
19381,GO:0036223,cellular response to adenine starvation,biological_process
19382,GO:0036224,pairing center,cellular_component
19383,GO:0036225,cellular response to vitamin B1 starvation,biological_process
19384,GO:0036226,obsolete mitotic cell cycle arrest in response to glucose starvation,biological_process
19385,GO:0036227,mitotic G2 cell cycle arrest in response to glucose starvation,biological_process
19386,GO:0036228,protein localization to nuclear inner membrane,biological_process
19387,GO:0036230,granulocyte activation,biological_process
19388,GO:0036234,deglucuronidation,biological_process
19389,GO:0036235,acyl deglucuronidation,biological_process
19390,GO:0036236,acyl glucuronidation,biological_process
19391,GO:0036237,acyl-glucuronidase activity,molecular_function
19392,GO:0036238,gallate dioxygenase activity,molecular_function
19393,GO:0036239,taxoid 7beta-hydroxylase activity,molecular_function
19394,GO:0036240,septal periplasm,cellular_component
19395,GO:0036241,glutamate catabolic process to 4-hydroxybutyrate,biological_process
19396,GO:0036242,glutamate catabolic process to succinate via 2-oxoglutarate-dependent GABA-transaminase activity,biological_process
19397,GO:0036243,succinate-semialdehyde dehydrogenase (NADP+) activity,molecular_function
19398,GO:0036244,cellular response to neutral pH,biological_process
19399,GO:0036245,cellular response to menadione,biological_process
19400,GO:0036246,phytochelatin 2 import into vacuole,biological_process
19401,GO:0036247,phytochelatin 3 import into vacuole,biological_process
19402,GO:0036248,phytochelatin 4 import into vacuole,biological_process
19403,GO:0036249,cadmium ion import into vacuole,biological_process
19404,GO:0036250,peroxisome transport along microtubule,biological_process
19405,GO:0036251,obsolete positive regulation of transcription from RNA polymerase II promoter in response to salt stress,biological_process
19406,GO:0036252,positive regulation of transcription from RNA polymerase II promoter in response to menadione,biological_process
19407,GO:0036253,response to amiloride,biological_process
19408,GO:0036254,cellular response to amiloride,biological_process
19409,GO:0036255,response to methylamine,biological_process
19410,GO:0036256,cellular response to methylamine,biological_process
19411,GO:0036257,multivesicular body organization,biological_process
19412,GO:0036258,multivesicular body assembly,biological_process
19413,GO:0036259,aerobic raffinose catabolic process,biological_process
19414,GO:0036260,RNA capping,biological_process
19415,GO:0036261,7-methylguanosine cap hypermethylation,biological_process
19416,GO:0036262,granulysin production,biological_process
19417,GO:0036263,L-DOPA monooxygenase activity,molecular_function
19418,GO:0036264,dopamine monooxygenase activity,molecular_function
19419,GO:0036265,RNA (guanine-N7)-methylation,biological_process
19420,GO:0036266,Cdc48p-Npl4p-Vms1p AAA ATPase complex,cellular_component
19421,GO:0036267,invasive filamentous growth,biological_process
19422,GO:0036268,swimming,biological_process
19423,GO:0036269,swimming behavior,biological_process
19424,GO:0036270,response to diuretic,biological_process
19425,GO:0036271,response to methylphenidate,biological_process
19426,GO:0036272,response to gemcitabine,biological_process
19427,GO:0036273,response to statin,biological_process
19428,GO:0036274,response to lapatinib,biological_process
19429,GO:0036275,response to 5-fluorouracil,biological_process
19430,GO:0036276,response to antidepressant,biological_process
19431,GO:0036277,response to anticonvulsant,biological_process
19432,GO:0036278,positive regulation of transcription from RNA polymerase II promoter in response to nitrogen starvation,biological_process
19433,GO:0036279,positive regulation of protein export from nucleus in response to glucose starvation,biological_process
19434,GO:0036280,cellular response to L-canavanine,biological_process
19435,GO:0036283,obsolete positive regulation of transcription factor import into nucleus in response to oxidative stress,biological_process
19436,GO:0036284,tubulobulbar complex,cellular_component
19437,GO:0036285,SAGA complex assembly,biological_process
19438,GO:0036286,eisosome filament,cellular_component
19439,GO:0036287,response to iloperidone,biological_process
19440,GO:0036288,response to ximelagatran,biological_process
19441,GO:0036289,peptidyl-serine autophosphorylation,biological_process
19442,GO:0036290,protein trans-autophosphorylation,biological_process
19443,GO:0036291,protein cis-autophosphorylation,biological_process
19444,GO:0036292,DNA rewinding,biological_process
19445,GO:0036293,response to decreased oxygen levels,biological_process
19446,GO:0036294,cellular response to decreased oxygen levels,biological_process
19447,GO:0036295,cellular response to increased oxygen levels,biological_process
19448,GO:0036296,response to increased oxygen levels,biological_process
19449,GO:0036297,interstrand cross-link repair,biological_process
19450,GO:0036298,recombinational interstrand cross-link repair,biological_process
19451,GO:0036299,non-recombinational interstrand cross-link repair,biological_process
19452,GO:0036300,B cell receptor internalization,biological_process
19453,GO:0036301,macrophage colony-stimulating factor production,biological_process
19454,GO:0036302,atrioventricular canal development,biological_process
19455,GO:0036303,lymph vessel morphogenesis,biological_process
19456,GO:0036304,umbilical cord morphogenesis,biological_process
19457,GO:0036305,ameloblast differentiation,biological_process
19458,GO:0036306,embryonic heart tube elongation,biological_process
19459,GO:0036307,23S rRNA (adenine(2030)-N(6))-methyltransferase activity,molecular_function
19460,GO:0036308,16S rRNA (guanine(1516)-N(2))-methyltransferase activity,molecular_function
19461,GO:0036309,protein localization to M-band,biological_process
19462,GO:0036310,annealing helicase activity,molecular_function
19463,GO:0036311,chitin disaccharide deacetylase activity,molecular_function
19464,GO:0036312,phosphatidylinositol 3-kinase regulatory subunit binding,molecular_function
19465,GO:0036313,phosphatidylinositol 3-kinase catalytic subunit binding,molecular_function
19466,GO:0036314,response to sterol,biological_process
19467,GO:0036315,cellular response to sterol,biological_process
19468,GO:0036316,SREBP-SCAP complex retention in endoplasmic reticulum,biological_process
19469,GO:0036317,tyrosyl-RNA phosphodiesterase activity,molecular_function
19470,GO:0036318,peptide pheromone receptor activity,molecular_function
19471,GO:0036319,mating-type M-factor pheromone receptor activity,molecular_function
19472,GO:0036320,mating-type P-factor pheromone receptor activity,molecular_function
19473,GO:0036321,ghrelin secretion,biological_process
19474,GO:0036322,pancreatic polypeptide secretion,biological_process
19475,GO:0036323,vascular endothelial growth factor receptor-1 signaling pathway,biological_process
19476,GO:0036324,vascular endothelial growth factor receptor-2 signaling pathway,biological_process
19477,GO:0036325,vascular endothelial growth factor receptor-3 signaling pathway,biological_process
19478,GO:0036331,avascular cornea development in camera-type eye,biological_process
19479,GO:0036332,placental growth factor-activated receptor activity,molecular_function
19480,GO:0036333,hepatocyte homeostasis,biological_process
19481,GO:0036334,epidermal stem cell homeostasis,biological_process
19482,GO:0036335,intestinal stem cell homeostasis,biological_process
19483,GO:0036336,dendritic cell migration,biological_process
19484,GO:0036337,Fas signaling pathway,biological_process
19485,GO:0036338,viral membrane,cellular_component
19486,GO:0036339,lymphocyte adhesion to endothelial cell of high endothelial venule,biological_process
19487,GO:0036340,chitin-based cuticle sclerotization by biomineralization,biological_process
19488,GO:0036341,chitin-based cuticle sclerotization by protein cross-linking,biological_process
19489,GO:0036342,post-anal tail morphogenesis,biological_process
19490,GO:0036343,psychomotor behavior,biological_process
19491,GO:0036344,platelet morphogenesis,biological_process
19492,GO:0036345,platelet maturation,biological_process
19493,GO:0036346,cellular response to L-cysteine,biological_process
19494,GO:0036348,hydantoin racemase activity,molecular_function
19495,GO:0036349,galactose-specific flocculation,biological_process
19496,GO:0036350,mannose-specific flocculation,biological_process
19497,GO:0036351,histone H2A-K13 ubiquitination,biological_process
19498,GO:0036352,histone H2A-K15 ubiquitination,biological_process
19499,GO:0036353,histone H2A-K119 monoubiquitination,biological_process
19500,GO:0036354,2-desacetyl-2-hydroxyethyl bacteriochlorophyllide a dehydrogenase activity,molecular_function
19501,GO:0036355,2-iminoacetate synthase activity,molecular_function
19502,GO:0036356,"cyclic 2,3-diphosphoglycerate synthetase activity",molecular_function
19503,GO:0036357,2-phosphoglycerate kinase activity,molecular_function
19504,GO:0036358,lipoteichoic acid D-alanylation,biological_process
19505,GO:0036359,renal potassium excretion,biological_process
19506,GO:0036360,sorocarp stalk morphogenesis,biological_process
19507,GO:0036361,"racemase activity, acting on amino acids and derivatives",molecular_function
19508,GO:0036362,ascus membrane,cellular_component
19509,GO:0036363,transforming growth factor beta activation,biological_process
19510,GO:0036364,transforming growth factor beta1 activation,biological_process
19511,GO:0036365,transforming growth factor beta2 activation,biological_process
19512,GO:0036366,transforming growth factor beta3 activation,biological_process
19513,GO:0036367,light adaption,biological_process
19514,GO:0036368,cone photoresponse recovery,biological_process
19515,GO:0036369,transcription factor catabolic process,biological_process
19516,GO:0036370,D-alanyl carrier activity,molecular_function
19517,GO:0036371,protein localization to T-tubule,biological_process
19518,GO:0036372,opsin transport,biological_process
19519,GO:0036373,L-fucose mutarotase activity,molecular_function
19520,GO:0036374,glutathione hydrolase activity,molecular_function
19521,GO:0036375,Kibra-Ex-Mer complex,cellular_component
19522,GO:0036376,sodium ion export across plasma membrane,biological_process
19523,GO:0036377,arbuscular mycorrhizal association,biological_process
19524,GO:0036378,calcitriol biosynthetic process from calciol,biological_process
19525,GO:0036379,myofilament,cellular_component
19526,GO:0036380,UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity,molecular_function
19527,GO:0036381,pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity,molecular_function
19528,GO:0036382,flavin reductase (NADH) activity,molecular_function
19529,GO:0036383,"3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase activity",molecular_function
19530,GO:0036384,cytidine-diphosphatase activity,molecular_function
19531,GO:0036385,nucleoid DNA packaging,biological_process
19532,GO:0036386,bacterial nucleoid DNA packaging,biological_process
19533,GO:0036387,pre-replicative complex,cellular_component
19534,GO:0036388,pre-replicative complex assembly,biological_process
19535,GO:0036389,bacterial pre-replicative complex,cellular_component
19536,GO:0036390,pre-replicative complex assembly involved in bacterial-type DNA replication,biological_process
19537,GO:0036391,medial cortex septin ring,cellular_component
19538,GO:0036392,chemokine (C-C motif) ligand 20 production,biological_process
19539,GO:0036393,thiocyanate peroxidase activity,molecular_function
19540,GO:0036394,amylase secretion,biological_process
19541,GO:0036395,pancreatic amylase secretion,biological_process
19542,GO:0036396,RNA N6-methyladenosine methyltransferase complex,cellular_component
19543,GO:0036397,formate dehydrogenase (quinone) activity,molecular_function
19544,GO:0036398,TCR signalosome,cellular_component
19545,GO:0036399,TCR signalosome assembly,biological_process
19546,GO:0036400,short neuropeptide F receptor activity,molecular_function
19547,GO:0036401,pyrokinin receptor activity,molecular_function
19548,GO:0036402,proteasome-activating ATPase activity,molecular_function
19549,GO:0036403,arachidonate 8(S)-lipoxygenase activity,molecular_function
19550,GO:0036404,conversion of ds siRNA to ss siRNA,biological_process
19551,GO:0036405,anchored component of cell outer membrane,cellular_component
19552,GO:0036406,anchored component of periplasmic side of cell outer membrane,cellular_component
19553,GO:0036407,mycolate outer membrane,cellular_component
19554,GO:0036408,histone acetyltransferase activity (H3-K14 specific),molecular_function
19555,GO:0036409,histone H3-K14 acetyltransferase complex,cellular_component
19556,GO:0036410,Mst2 histone acetyltransferase complex,cellular_component
19557,GO:0036411,H-NS-Cnu complex,cellular_component
19558,GO:0036412,acetyl-CoA:oxalate CoA-transferase,molecular_function
19559,GO:0036413,histone H3-R26 citrullination,biological_process
19560,GO:0036414,histone citrullination,biological_process
19561,GO:0036415,regulation of tRNA stability,biological_process
19562,GO:0036416,tRNA stabilization,biological_process
19563,GO:0036417,tRNA destabilization,biological_process
19564,GO:0036418,intrinsic component of mycolate outer membrane,cellular_component
19565,GO:0036419,integral component of mycolate outer membrane,cellular_component
19566,GO:0036420,extrinsic component of mycolate outer membrane,cellular_component
19567,GO:0036421,extrinsic component of external side of mycolate outer membrane,cellular_component
19568,GO:0036422,heptaprenyl diphosphate synthase activity,molecular_function
19569,GO:0036423,"hexaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) activity",molecular_function
19570,GO:0036424,L-phosphoserine phosphatase activity,molecular_function
19571,GO:0036425,D-phosphoserine phosphatase activity,molecular_function
19572,GO:0036426,"ditrans, polycis-undecaprenyl-phosphate mannosyltransferase activity",molecular_function
19573,GO:0036427,all-trans-undecaprenyl-phosphate mannosyltransferase activity,molecular_function
19574,GO:0036428,adenosylcobinamide kinase (GTP-specific) activity,molecular_function
19575,GO:0036429,adenosylcobinamide kinase (ATP-specific) activity,molecular_function
19576,GO:0036430,CMP kinase activity,molecular_function
19577,GO:0036431,dCMP kinase activity,molecular_function
19578,GO:0036432,all-trans undecaprenol kinase activity,molecular_function
19579,GO:0036433,"di-trans, poly-cis-undecaprenol kinase activity",molecular_function
19580,GO:0036434,nitronate monooxygenase (FMN-linked) activity,molecular_function
19581,GO:0036435,K48-linked polyubiquitin modification-dependent protein binding,molecular_function
19582,GO:0036436,Isw1a complex,cellular_component
19583,GO:0036437,Isw1b complex,cellular_component
19584,GO:0036438,maintenance of lens transparency,biological_process
19585,GO:0036440,citrate synthase activity,molecular_function
19586,GO:0036441,2-dehydropantolactone reductase activity,molecular_function
19587,GO:0036443,dermatan 6-sulfotransferase activity,molecular_function
19588,GO:0036444,calcium import into the mitochondrion,biological_process
19589,GO:0036445,neuronal stem cell division,biological_process
19590,GO:0036446,myofibroblast differentiation,biological_process
19591,GO:0036447,cellular response to sugar-phosphate stress,biological_process
